File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Formatted Date,Receipts (All Initial),Closing Pending (All Initial),Determinations (All Initial),Allowances (All Initial),Allowance Rate (All Initial),Receipts (Initial SSDI Only),Closing Pending (Initial SSDI Only),Determinations (Initial SSDI Only),Allowances (Initial SSDI Only),Allowance Rate (Initial SSDI Only),Receipts (Initial SSI Only),Closing Pending (Initial SSI Only),Determinations (Initial SSI Only),Allowances (Initial SSI Only),Allowance Rate (Initial SSI Only),Receipts (Initial Concurrent Only),Closing Pending (Initial Concurrent Only),Determinations (Initial Concurrent Only),Allowances (Initial Concurrent Only),Allowance Rate (Initial Concurrent Only),Receipts (Initial SSI DC Only),Closing Pending (Initial SSI DC Only),Determinations (Initial SSI DC Only),Allowances (Initial SSI DC Only),Allowance Rate (Initial SSI DC Only),Prototype State,Receipts (All Recon),Closing Pending (All Recon),Determinations (All Recon),Allowances (All Recon),Allowance Rate (All Recon),Receipts (Recon SSDI Only),Closing Pending (Recon SSDI Only),Determinations (Recon SSDI Only),Allowances (Recon SSDI Only),Allowance Rate (Recon SSDI Only),Receipts (Recon SSI Only),Closing Pending (Recon SSI Only),Determinations (Recon SSI Only),Allowances (Recon SSI Only),Allowance Rate (Recon SSI Only),Receipts (Recon Concurrent Only),Closing Pending (Recon Concurrent Only),Determinations (Recon Concurrent Only),Allowances (Recon Concurrent Only),Allowance Rate (Recon Concurrent Only),Receipts (Recon SSI DC Only),Closing Pending (Recon SSI DC Only),Determinations (Recon SSI DC Only),Allowances (Recon SSI DC Only),Allowance Rate (Recon SSI DC Only),Receipts (All CDR),Closing Pending (All CDR),Determinations (All CDR),Continuations (All CDR),Continuation Rate (All CDR),Receipts (CDR SSDI Only),Closing Pending (CDR SSDI Only),Determinations (CDR SSDI Only),Continuations (CDR SSDI Only),Continuation Rate (CDR SSDI Only),Receipts (CDR SSI Only),Closing Pending (CDR SSI Only),Determinations (CDR SSI Only),Continuations (CDR SSI Only),Continuation Rate (CDR SSI Only),Receipts (CDR Concurrent Only),Closing Pending (CDR Concurrent Only),Determinations (CDR Concurrent Only),Continuations (CDR Concurrent Only),Continuation Rate (CDR Concurrent Only),,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,UT,MO,5/28/2010,2010-05,1199,3983,832,356,42.8,520,1606,337,156,46.3,347,1170,270,141,52.2,332,1207,225,59,26.2,140,410,119,80,67.2,N,390,879,400,49,12.3,158,343,162,22,13.6,95,200,73,8,11,137,336,165,19,11.5,13,27,12,1,8.3,136,422,180,150,83.3,38,172,101,96,95,87,224,67,45,67.2,11,26,12,9,75,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,VA,MO,5/28/2010,2010-05,4405,15088,4932,1826,37,1520,4715,1637,765,46.7,1613,5711,1829,628,34.3,1272,4662,1466,433,29.5,836,2712,970,316,32.6,N,1603,4340,1662,236,14.2,584,1535,590,95,16.1,437,1054,416,59,14.2,582,1751,656,82,12.5,150,295,116,20,17.2,287,1641,135,77,57,126,605,38,32,84.2,145,925,97,45,46.4,16,111,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,VT,MO,5/28/2010,2010-05,482,1477,505,249,49.3,181,499,195,119,61,134,428,156,75,48.1,167,550,154,55,35.7,56,139,66,38,57.6,N,123,316,187,44,23.5,46,100,55,16,29.1,22,59,57,9,15.8,55,157,75,19,25.3,2,10,14,3,21.4,86,284,77,67,87,43,120,31,27,87.1,42,140,32,27,84.4,1,24,14,13,92.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,WA,MO,5/28/2010,2010-05,4733,11689,4563,1881,41.2,1747,3996,1646,829,50.4,1634,4008,1533,664,43.3,1352,3685,1384,388,28,486,1102,465,258,55.5,N,1468,2838,1543,163,10.6,429,769,400,54,13.5,461,908,500,62,12.4,578,1161,643,47,7.3,50,105,55,9,16.4,432,1227,346,282,81.5,181,517,187,164,87.7,214,595,135,96,71.1,37,115,24,22,91.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,WI,MO,5/28/2010,2010-05,4277,11239,3598,1421,39.5,1491,3847,1283,656,51.1,1502,3900,1324,521,39.4,1284,3492,991,244,24.6,709,1649,637,301,47.3,N,1304,3743,1155,185,16,423,1208,358,78,21.8,398,1057,347,48,13.8,483,1478,450,59,13.1,145,337,144,14,9.7,396,1367,364,229,62.9,96,344,112,87,77.7,276,925,226,120,53.1,24,98,26,22,84.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,WV,MO,5/28/2010,2010-05,2763,8098,2116,555,26.2,900,2464,671,247,36.8,992,2943,778,201,25.8,871,2691,667,107,16,293,719,209,79,37.8,N,911,2049,735,69,9.4,304,653,246,35,14.2,280,627,209,17,8.1,327,769,280,17,6.1,51,104,34,2,5.9,421,1068,492,427,86.8,215,533,300,287,95.7,155,402,121,73,60.3,51,133,71,67,94.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,WY,MO,5/28/2010,2010-05,323,980,254,132,52,148,395,97,65,67,71,231,63,29,46,104,354,94,38,40.4,28,61,24,14,58.3,N,57,68,52,2,3.8,17,23,12,1,8.3,8,12,9,0,0,32,33,31,1,3.2,1,2,2,0,0,40,123,46,44,95.7,23,66,22,22,100,15,45,19,17,89.5,2,12,5,5,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,AK,MO,6/25/2010,2010-06,367,1309,323,153,47.4,123,443,95,53,55.8,127,393,89,51,57.3,117,473,139,49,35.3,37,75,26,17,65.4,Y,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,39,250,41,39,95.1,21,106,23,21,91.3,17,123,16,16,100,1,21,2,2,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,AL,MO,6/25/2010,2010-06,6314,14178,5811,1773,30.5,2058,4082,1696,734,43.3,2386,5273,2238,621,27.7,1870,4823,1877,418,22.3,1135,2148,1046,315,30.1,Y,297,939,425,39,9.2,165,367,140,23,16.4,83,234,93,6,6.5,49,338,192,10,5.2,22,13,0,0,0,2109,4010,1024,783,76.5,1408,2243,468,460,98.3,484,1395,481,252,52.4,217,372,75,71,94.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,AR,MO,6/25/2010,2010-06,3921,9979,3670,1209,32.9,1080,2637,931,403,43.3,1645,4272,1629,574,35.2,1196,3070,1110,232,20.9,959,2508,989,400,40.4,N,1895,2579,1324,119,9,593,827,392,52,13.3,544,758,395,38,9.6,758,994,537,29,5.4,165,248,162,23,14.2,60,1085,548,408,74.5,24,445,239,208,87,32,567,264,164,62.1,4,73,45,36,80,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,AZ,MO,6/25/2010,2010-06,3953,12718,3184,1032,32.4,1378,4435,1074,403,37.5,1409,4395,1209,440,36.4,1166,3888,901,189,21,537,1652,535,257,48,N,1064,3430,1123,170,15.1,451,1429,420,83,19.8,241,779,296,47,15.9,372,1222,407,40,9.8,49,154,62,13,21,212,1061,249,160,64.3,81,286,118,90,76.3,123,728,112,55,49.1,8,47,19,15,78.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,CA,MO,6/25/2010,2010-06,24436,91515,17081,6485,38,7756,27481,5643,2581,45.7,10085,38852,7118,2784,39.1,6595,25182,4320,1120,25.9,3104,11084,2185,1083,49.6,Y,4850,17314,4419,591,13.4,1556,5387,1314,231,17.6,1763,6196,1608,204,12.7,1531,5731,1497,156,10.4,268,940,286,37,12.9,3860,13296,3034,2256,74.4,1539,4580,980,835,85.2,1831,7050,1685,1113,66.1,490,1666,369,308,83.5,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,CO,MO,6/25/2010,2010-06,2824,11028,2418,932,38.5,1072,3795,851,416,48.9,825,3462,780,330,42.3,927,3771,787,186,23.6,271,1010,275,161,58.5,Y,22,68,13,3,23.1,6,24,6,3,50,6,16,1,0,0,10,28,6,0,0,1,4,0,0,0,227,803,218,179,82.1,108,320,121,106,87.6,106,421,87,64,73.6,13,62,10,9,90,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,CT,MO,6/25/2010,2010-06,2056,6988,1771,668,37.7,751,2272,660,322,48.8,714,2665,691,240,34.7,591,2051,420,106,25.2,291,1021,261,101,38.7,N,516,1733,648,83,12.8,208,552,251,45,17.9,135,544,162,19,11.7,173,637,235,19,8.1,39,140,44,8,18.2,241,866,253,195,77.1,105,328,121,110,90.9,116,478,113,67,59.3,20,60,19,18,94.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,DC,MO,6/25/2010,2010-06,765,3511,692,368,53.2,123,707,206,120,58.3,438,1729,280,157,56.1,204,1075,206,91,44.2,151,424,76,51,67.1,N,219,863,206,43,20.9,62,281,59,12,20.3,70,305,83,13,15.7,87,277,64,18,28.1,16,68,21,2,9.5,67,724,238,214,89.9,10,254,98,95,96.9,55,418,123,102,82.9,2,52,17,17,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,DE,MO,6/25/2010,2010-06,564,2386,716,288,40.2,199,851,269,146,54.3,236,870,280,96,34.3,129,665,167,46,27.5,136,444,156,56,35.9,N,137,573,140,9,6.4,59,223,48,4,8.3,42,150,38,3,7.9,36,200,54,2,3.7,20,72,14,2,14.3,54,306,84,62,73.8,25,149,45,43,95.6,27,133,29,11,37.9,2,24,10,8,80,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,FED,FE,MO,6/25/2010,2010-06,10317,41137,7651,2689,35.1,3779,14441,2796,1315,47,2703,11369,2239,668,29.8,3835,15327,2616,706,27,94,614,291,77,26.5,N,2372,5729,1608,122,7.6,790,1958,517,58,11.2,559,1380,401,24,6,1023,2391,690,40,5.8,17,33,6,0,0,7,578,100,92,92,7,459,74,71,95.9,0,61,15,10,66.7,0,58,11,11,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,FL,MO,6/25/2010,2010-06,16056,39220,15637,5125,32.8,4557,9787,4475,1784,39.9,6478,17009,6258,2101,33.6,5021,12424,4904,1240,25.3,3013,8000,2930,1120,38.2,N,5228,11629,5573,690,12.4,1589,3364,1722,296,17.2,1631,3734,1689,214,12.7,2008,4531,2162,180,8.3,534,1186,566,74,13.1,2440,5344,1669,1115,66.8,760,1392,570,520,91.2,1535,3676,984,487,49.5,145,276,115,108,93.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,GA,MO,6/25/2010,2010-06,8549,40358,7442,2129,28.6,2346,10234,1979,720,36.4,3461,17640,3191,895,28,2742,12484,2272,514,22.6,1477,8439,1354,406,30,N,2577,16481,3112,417,13.4,801,4501,824,137,16.6,783,5667,1176,150,12.8,993,6313,1112,130,11.7,192,1971,508,61,12,147,4700,520,348,66.9,80,1309,195,168,86.2,63,3104,271,139,51.3,4,287,54,41,75.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,HI,MO,6/25/2010,2010-06,684,2674,523,278,53.2,306,972,206,121,58.7,187,863,175,92,52.6,191,839,142,65,45.8,37,141,52,26,50,N,119,605,124,39,31.5,48,239,48,15,31.3,29,139,40,14,35,42,227,36,10,27.8,2,6,0,0,0,98,531,14,3,21.4,80,342,6,1,16.7,12,143,8,2,25,6,46,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,IA,MO,6/25/2010,2010-06,1935,5333,1798,608,33.8,670,1756,655,296,45.2,610,1703,602,199,33.1,655,1874,541,113,20.9,271,692,286,119,41.6,N,578,1118,521,56,10.7,185,348,187,23,12.3,148,289,148,16,10.8,245,481,186,17,9.1,42,70,40,6,15,265,902,246,205,83.3,169,443,93,89,95.7,72,386,122,86,70.5,24,73,31,30,96.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,ID,MO,6/25/2010,2010-06,1122,1932,1149,396,34.5,405,612,384,170,44.3,334,603,373,141,37.8,383,717,392,85,21.7,121,208,135,79,58.5,N,559,590,358,36,10.1,168,171,126,15,11.9,151,159,93,8,8.6,240,260,139,13,9.4,32,32,19,3,15.8,71,368,189,162,85.7,21,142,94,84,89.4,41,190,74,60,81.1,9,36,21,18,85.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,IL,MO,6/25/2010,2010-06,8470,28370,7647,2656,34.7,2766,8584,2464,1153,46.8,3341,11487,3137,1006,32.1,2363,8299,2046,497,24.3,1467,4733,1252,478,38.2,N,2390,8035,2082,246,11.8,796,2626,647,108,16.7,804,2751,706,67,9.5,790,2658,729,71,9.7,254,876,228,24,10.5,301,2072,342,60,17.5,50,633,93,40,43,246,1323,232,14,6,5,116,17,6,35.3,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,IN,MO,6/25/2010,2010-06,5761,14334,5583,1793,32.1,1985,4553,1822,770,42.3,1925,4962,1981,581,29.3,1851,4819,1780,442,24.8,832,2030,911,323,35.5,N,2007,2275,2134,102,4.8,709,778,754,47,6.2,554,660,569,28,4.9,744,837,811,27,3.3,161,188,166,13,7.8,134,364,231,124,53.7,42,81,49,35,71.4,91,276,168,79,47,1,7,14,10,71.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,KS,MO,6/25/2010,2010-06,2033,6517,1614,562,34.8,735,2195,557,239,42.9,650,1985,537,202,37.6,648,2337,520,121,23.3,296,786,247,124,50.2,N,654,2108,440,78,17.7,204,606,120,30,25,177,542,110,20,18.2,273,960,210,28,13.3,38,124,39,8,20.5,283,683,208,163,78.4,179,328,99,95,96,94,320,93,53,57,10,35,16,15,93.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,KY,MO,6/25/2010,2010-06,5460,18712,5582,1715,30.7,1746,5327,1726,689,39.9,2007,7166,2109,647,30.7,1707,6219,1747,379,21.7,787,2725,824,311,37.7,N,1819,3324,1947,164,8.4,579,1079,613,77,12.6,576,1050,563,41,7.3,664,1195,771,46,6,146,258,137,9,6.6,1232,3369,1197,963,80.5,672,1410,591,540,91.4,384,1634,504,324,64.3,176,325,102,99,97.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,LA,MO,6/25/2010,2010-06,5694,15010,5421,1911,35.3,1396,3271,1293,613,47.4,2649,7144,2621,874,33.3,1649,4595,1507,424,28.1,1246,3129,1326,414,31.2,N,39,87,41,10,24.4,26,51,24,6,25,8,16,6,2,33.3,5,20,11,2,18.2,4,9,1,0,0,490,1424,488,323,66.2,105,265,121,106,87.6,366,1104,335,190,56.7,19,55,32,27,84.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,MA,MO,6/25/2010,2010-06,4848,18613,5015,2316,46.2,1591,5630,1574,876,55.7,1765,6897,1906,925,48.5,1492,6086,1535,515,33.6,739,2477,821,468,57,Y,1306,5761,1274,247,19.4,416,1722,362,86,23.8,391,1791,385,73,19,499,2248,527,88,16.7,107,504,85,19,22.4,588,1824,691,530,76.7,222,589,295,248,84.1,306,1045,318,211,66.4,60,190,78,71,91,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,MD,MO,6/25/2010,2010-06,3248,12481,3236,1251,38.7,839,2915,957,539,56.3,1395,5741,1261,441,35,1014,3825,1018,271,26.6,575,2566,439,217,49.4,N,893,3867,912,155,17,258,834,218,55,25.2,319,1377,321,48,15,316,1656,373,52,13.9,83,279,60,14,23.3,288,742,295,237,80.3,93,207,128,117,91.4,180,486,142,95,66.9,15,49,25,25,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,ME,MO,6/25/2010,2010-06,1088,3092,1188,354,29.8,374,1059,445,171,38.4,342,860,352,112,31.8,372,1173,391,71,18.2,116,226,115,45,39.1,N,491,2288,168,23,13.7,168,779,65,13,20,104,499,20,5,25,219,1010,83,5,6,15,85,2,1,50,48,745,227,205,90.3,32,412,118,114,96.6,11,239,72,56,77.8,5,94,37,35,94.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,MI,MO,6/25/2010,2010-06,9258,35263,7631,2836,37.2,3111,11341,2495,1247,50,3498,13474,3032,1049,34.6,2649,10448,2104,540,25.7,1298,4798,1226,495,40.4,N,47,146,28,11,39.3,29,102,15,5,33.3,6,15,6,3,50,12,29,7,3,42.9,0,0,2,0,0,329,3039,1269,928,73.1,101,799,413,388,93.9,206,2017,759,452,59.6,22,223,97,88,90.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,MN,MO,6/25/2010,2010-06,2994,9146,3205,1195,37.3,1047,2965,1170,576,49.2,1041,3111,1008,371,36.8,906,3070,1027,248,24.1,431,1206,389,183,47,Y,1039,1667,1012,100,9.9,353,502,341,38,11.1,279,501,251,19,7.6,407,664,420,43,10.2,72,127,66,7,10.6,117,818,503,417,82.9,28,150,163,151,92.6,87,639,304,230,75.7,2,29,36,36,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,MO,MO,6/25/2010,2010-06,6055,15531,5797,1949,33.6,1916,4494,1779,862,48.5,1984,5136,1960,614,31.3,2155,5901,2058,473,23,705,1693,756,310,41,N,36,58,20,9,45,22,38,9,3,33.3,7,7,5,3,60,7,13,6,3,50,1,0,2,2,100,902,2075,816,652,79.9,599,1255,515,470,91.3,228,664,243,131,53.9,75,156,58,51,87.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,MS,MO,6/25/2010,2010-06,4293,11811,3599,879,24.4,1075,2693,809,282,34.9,1777,5051,1755,388,22.1,1441,4067,1035,209,20.2,847,2186,902,227,25.2,Y,1425,1781,1320,71,5.4,371,508,324,31,9.6,561,631,487,18,3.7,493,642,509,22,4.3,194,176,178,5,2.8,645,1749,571,375,65.7,330,674,233,215,92.3,250,958,306,133,43.5,65,117,32,27,84.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,MT,MO,6/25/2010,2010-06,640,2361,675,283,41.9,231,757,257,135,52.5,191,728,199,89,44.7,218,876,219,59,26.9,61,234,79,44,55.7,N,149,480,162,26,16,57,160,53,13,24.5,27,96,42,3,7.1,65,224,67,10,14.9,5,20,11,1,9.1,140,297,117,86,73.5,86,142,54,46,85.2,44,134,52,31,59.6,10,21,11,9,81.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,NC,MO,6/25/2010,2010-06,8571,28408,7988,2243,28.1,2765,8775,2577,948,36.8,3030,10591,2863,833,29.1,2776,9042,2548,462,18.1,1330,4533,1248,419,33.6,N,2909,9591,2920,282,9.7,991,3204,995,114,11.5,837,2784,815,81,9.9,1081,3603,1110,87,7.8,237,789,236,31,13.1,999,3391,734,493,67.2,434,821,181,170,93.9,486,2410,524,296,56.5,79,160,29,27,93.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,ND,MO,6/25/2010,2010-06,295,855,327,125,38.2,125,306,123,68,55.3,80,253,83,35,42.2,90,296,121,22,18.2,36,89,32,20,62.5,N,87,187,111,8,7.2,37,73,36,2,5.6,14,41,24,3,12.5,36,73,51,3,5.9,2,8,6,1,16.7,55,112,21,14,66.7,28,46,6,5,83.3,19,55,14,8,57.1,8,11,1,1,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,NE,MO,6/25/2010,2010-06,1014,2927,924,421,45.6,368,1018,327,195,59.6,307,876,322,141,43.8,339,1033,275,85,30.9,122,294,136,66,48.5,N,263,592,229,29,12.7,83,204,66,14,21.2,65,129,74,5,6.8,115,259,89,10,11.2,16,23,21,2,9.5,269,505,115,99,86.1,171,312,64,59,92.2,73,150,41,30,73.2,25,43,10,10,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,NH,MO,6/25/2010,2010-06,587,3252,1046,512,48.9,267,1243,455,254,55.8,161,785,251,142,56.6,159,1224,340,116,34.1,76,213,75,45,60,N,5,14,7,1,14.3,3,8,3,0,0,1,2,3,1,33.3,1,4,1,0,0,0,0,1,1,100,28,239,75,68,90.7,17,130,44,43,97.7,10,95,25,19,76,1,14,6,6,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,NJ,MO,6/25/2010,2010-06,4928,16021,4252,1918,45.1,1993,5926,1528,882,57.7,1837,6202,1661,681,41,1098,3893,1063,355,33.4,769,2365,691,320,46.3,Y,1170,3301,1275,197,15.5,423,1097,455,91,20,377,1084,397,55,13.9,370,1120,423,51,12.1,72,225,97,23,23.7,514,1950,315,198,62.9,168,526,94,90,95.7,345,1311,199,89,44.7,1,113,22,19,86.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,NM,MO,6/25/2010,2010-06,1714,5722,1261,473,37.5,484,1463,348,158,45.4,647,2143,491,195,39.7,583,2116,422,120,28.4,243,737,222,114,51.4,N,33,1862,1200,146,12.2,7,479,327,41,12.5,24,637,377,55,14.6,2,746,496,50,10.1,22,179,77,10,13,128,683,111,78,70.3,44,195,36,28,77.8,75,432,63,39,61.9,9,56,12,11,91.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,NV,MO,6/25/2010,2010-06,1678,5821,1358,536,39.5,550,1921,473,227,48,567,1985,487,195,40,561,1915,398,114,28.6,214,849,216,100,46.3,N,487,1370,455,82,18,190,454,146,38,26,123,380,130,23,17.7,174,536,179,21,11.7,33,120,36,7,19.4,130,549,139,97,69.8,51,181,62,51,82.3,74,346,69,38,55.1,5,22,8,8,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,NY,MO,6/25/2010,2010-06,13827,31267,12020,5097,42.4,4764,10167,4203,2272,54.1,5768,13122,4945,1973,39.9,3295,7978,2872,852,29.7,2336,4895,1877,911,48.5,N,107,263,145,51,35.2,90,237,139,51,36.7,10,13,2,0,0,7,13,4,0,0,3,4,0,0,0,3158,7700,2948,2411,81.8,1468,2695,1207,1132,93.8,1466,4476,1492,1051,70.4,224,529,249,228,91.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,OH,MO,6/25/2010,2010-06,10722,37992,8960,2842,31.7,3064,9865,2375,1109,46.7,4257,15570,3893,1106,28.4,3401,12557,2692,627,23.3,1807,6391,1786,546,30.6,Y,3505,11676,3522,414,11.8,926,2976,845,159,18.8,1168,3889,1221,117,9.6,1411,4811,1456,138,9.5,289,1013,446,41,9.2,408,2565,1198,880,73.5,71,607,454,396,87.2,332,1828,640,397,62,5,130,104,87,83.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,OK,MO,6/25/2010,2010-06,3342,11668,3470,753,21.7,1067,3458,965,235,24.4,1209,4214,1325,363,27.4,1066,3996,1180,155,13.1,544,1550,539,231,42.9,N,940,2526,1446,82,5.7,303,792,498,33,6.6,259,691,355,30,8.5,378,1043,593,19,3.2,48,112,59,12,20.3,228,1324,377,280,74.3,102,451,126,117,92.9,112,784,227,141,62.1,14,89,24,22,91.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,OR,MO,6/25/2010,2010-06,2354,7766,2732,989,36.2,871,2787,1064,466,43.8,733,2335,782,310,39.6,750,2644,886,213,24,236,607,201,132,65.7,N,934,2242,870,105,12.1,371,842,334,53,15.9,229,545,227,27,11.9,334,855,309,25,8.1,28,61,29,4,13.8,210,634,173,153,88.4,87,258,69,67,97.1,97,312,88,70,79.5,26,64,16,16,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,PA,MO,6/25/2010,2010-06,10588,39404,10186,3797,37.3,3366,11256,3055,1516,49.6,4440,16663,4463,1655,37.1,2782,11485,2668,626,23.5,1864,6016,1892,944,49.9,N,42,177,34,8,23.5,27,121,19,5,26.3,9,21,8,1,12.5,6,35,7,2,28.6,0,5,1,0,0,1159,8326,1837,1499,81.6,343,3400,902,853,94.6,754,4380,819,540,65.9,62,546,116,106,91.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,PR,MO,6/25/2010,2010-06,2015,10057,1626,1117,68.7,2015,10057,1626,1117,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,275,1187,209,105,50.2,275,1187,209,105,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552,35,35,100,1,552,35,35,100,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,RI,MO,6/25/2010,2010-06,909,4207,943,308,32.7,312,1295,306,142,46.4,313,1526,357,116,32.5,284,1386,280,50,17.9,142,572,159,66,41.5,N,340,1450,313,38,12.1,126,437,102,13,12.7,96,457,93,16,17.2,118,556,118,9,7.6,22,104,30,7,23.3,91,375,135,99,73.3,26,107,62,54,87.1,54,229,61,33,54.1,11,39,12,12,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,SC,MO,6/25/2010,2010-06,4256,15989,3851,1242,32.3,1454,5049,1262,494,39.1,1680,6241,1497,456,30.5,1122,4699,1092,292,26.7,795,2818,690,217,31.4,N,1725,8483,1644,226,13.7,683,2801,568,104,18.3,428,2499,483,57,11.8,614,3183,593,65,11,96,855,175,28,16,478,2131,673,414,61.5,123,476,162,146,90.1,326,1544,474,233,49.2,29,111,37,35,94.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,SD,MO,6/25/2010,2010-06,522,1845,402,171,42.5,179,573,112,66,58.9,163,617,147,61,41.5,180,655,143,44,30.8,79,224,63,25,39.7,N,143,291,114,11,9.6,44,99,44,9,20.5,37,72,22,2,9.1,62,120,48,0,0,8,16,6,1,16.7,87,284,99,82,82.8,45,127,47,46,97.9,37,132,46,31,67.4,5,25,6,5,83.3,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,TN,MO,6/25/2010,2010-06,6777,26655,6068,1621,26.7,2024,7814,1825,636,34.8,2415,9331,2339,614,26.3,2338,9510,1904,371,19.5,948,3219,965,291,30.2,N,2632,8093,2894,254,8.8,790,2468,902,114,12.6,744,2251,856,71,8.3,1098,3374,1136,69,6.1,200,545,241,19,7.9,286,1900,776,426,54.9,73,482,199,152,76.4,198,1309,524,233,44.5,15,109,53,41,77.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,TX,MO,6/25/2010,2010-06,19174,59273,18262,7708,42.2,5032,14275,4654,2310,49.6,8185,25947,8218,3652,44.4,5957,19051,5390,1746,32.4,3939,11858,4030,2005,49.8,N,4567,9627,4393,771,17.6,1263,2485,1148,252,22,1563,3454,1549,289,18.7,1741,3688,1696,230,13.6,488,1148,548,122,22.3,1759,4757,1980,1526,77.1,497,1184,732,657,89.8,1178,3365,1141,773,67.7,84,208,107,96,89.7,,,,,,,,,,,,,,
